t,U_x,U_y,U_z,solver,dt
2.49637,0.1091839,0.1374291,0.06910702,interIsoFoam,0.0012199999999999989
2.49758,0.1091915,0.1374857,0.06915678,interIsoFoam,0.0012099999999999334
2.49879,0.109199,0.1375354,0.069225,interIsoFoam,0.0012099999999999334
2.5,0.1092065,0.1375907,0.06927503,interIsoFoam,0.0012099999999999334
2.5012,0.1091721,0.1376227,0.0693345,interIsoFoam,0.0011999999999998678
2.50239,0.109162,0.1376778,0.0693778,interIsoFoam,0.0011900000000002464
2.50359,0.10916,0.1377299,0.06944676,interIsoFoam,0.0011999999999998678
2.50478,0.1091623,0.1377879,0.06949151,interIsoFoam,0.0011899999999998023
2.50598,0.1091667,0.137838,0.06956132,interIsoFoam,0.001200000000000312
2.50718,0.1091725,0.1378937,0.06960726,interIsoFoam,0.0011999999999998678
2.50837,0.1091708,0.1379382,0.06967475,interIsoFoam,0.0011900000000002464
2.50956,0.1091741,0.1379915,0.06971904,interIsoFoam,0.0011899999999998023
2.51076,0.1091792,0.138038,0.06978723,interIsoFoam,0.0011999999999998678
2.51195,0.1091853,0.1380904,0.06983215,interIsoFoam,0.0011900000000002464
2.51314,0.1091917,0.1381348,0.06990083,interIsoFoam,0.0011899999999998023
2.51434,0.1091985,0.138186,0.0699463,interIsoFoam,0.0011999999999998678
2.51553,0.1092054,0.1382291,0.07001596,interIsoFoam,0.0011900000000002464
2.51672,0.1092124,0.1382787,0.07006013,interIsoFoam,0.0011899999999998023
2.51792,0.1092194,0.1383205,0.07013088,interIsoFoam,0.001200000000000312
2.51911,0.1092265,0.1383687,0.07017511,interIsoFoam,0.0011899999999998023
2.5203,0.1092252,0.138406,0.07024257,interIsoFoam,0.0011900000000002464
2.52149,0.1092288,0.138453,0.0702867,interIsoFoam,0.0011899999999998023
2.52268,0.1092339,0.1384929,0.07035592,interIsoFoam,0.0011899999999998023
2.52387,0.1092399,0.1385392,0.07039984,interIsoFoam,0.0011900000000002464
2.52506,0.1092463,0.138578,0.07047037,interIsoFoam,0.0011899999999998023
2.52625,0.109253,0.1386226,0.0705147,interIsoFoam,0.0011900000000002464
2.52744,0.1092597,0.1386598,0.07058568,interIsoFoam,0.0011899999999998023
2.52863,0.1092666,0.1387028,0.07062939,interIsoFoam,0.0011900000000002464
2.52982,0.1092735,0.1387386,0.07070156,interIsoFoam,0.0011899999999998023
2.53101,0.1092804,0.13878,0.07074592,interIsoFoam,0.0011900000000002464
2.5322,0.1092788,0.1388112,0.07081557,interIsoFoam,0.0011899999999998023
2.53339,0.1092821,0.1388512,0.07085928,interIsoFoam,0.0011899999999998023
2.53457,0.1092871,0.1388851,0.07092984,interIsoFoam,0.001180000000000181
2.53576,0.109293,0.1389244,0.07097479,interIsoFoam,0.0011899999999998023
2.53695,0.1092993,0.138957,0.07104505,interIsoFoam,0.0011900000000002464
2.53814,0.1093058,0.1389944,0.07109119,interIsoFoam,0.0011899999999998023
2.53932,0.1093125,0.1390255,0.07116129,interIsoFoam,0.001180000000000181
2.54051,0.1093192,0.1390611,0.07120944,interIsoFoam,0.0011899999999998023
2.5417,0.1093261,0.1390906,0.07127822,interIsoFoam,0.0011900000000002464
2.54289,0.1093329,0.1391245,0.07132739,interIsoFoam,0.0011899999999998023
2.54407,0.1093397,0.1391528,0.07139497,interIsoFoam,0.001180000000000181
2.54526,0.1093378,0.1391819,0.07144316,interIsoFoam,0.0011899999999998023
2.54644,0.109341,0.1392092,0.07150825,interIsoFoam,0.001180000000000181
2.54763,0.1093458,0.1392413,0.07155874,interIsoFoam,0.0011899999999998023
2.54881,0.1093516,0.1392682,0.07162272,interIsoFoam,0.001180000000000181
2.54999,0.1093577,0.1392987,0.07167389,interIsoFoam,0.001180000000000181
2.55118,0.1093641,0.139324,0.07173596,interIsoFoam,0.0011899999999998023
2.55236,0.1093707,0.1393524,0.07178763,interIsoFoam,0.001180000000000181
2.55355,0.1093773,0.1393761,0.0718501,interIsoFoam,0.0011899999999998023
2.55473,0.1093839,0.1394027,0.0719014,interIsoFoam,0.001180000000000181
2.55592,0.1093906,0.1394249,0.07195965,interIsoFoam,0.0011899999999998023
2.5571,0.1093972,0.1394496,0.07201022,interIsoFoam,0.001180000000000181
2.55828,0.1093948,0.139467,0.07206496,interIsoFoam,0.0011799999999997368
2.55946,0.1093976,0.1394903,0.07211454,interIsoFoam,0.001180000000000181
2.56064,0.1094021,0.1395107,0.07216768,interIsoFoam,0.0011799999999997368
2.56182,0.1094075,0.1395332,0.07221658,interIsoFoam,0.001180000000000181
2.56301,0.1094134,0.1395523,0.07226844,interIsoFoam,0.0011899999999998023
2.56419,0.1094195,0.1395729,0.07231739,interIsoFoam,0.001180000000000181
2.56537,0.1094258,0.1395906,0.07236777,interIsoFoam,0.001180000000000181
2.56655,0.1094321,0.1396093,0.07241661,interIsoFoam,0.0011799999999997368
2.56773,0.1094384,0.1396256,0.0724678,interIsoFoam,0.001180000000000181
2.56891,0.1094447,0.1396427,0.07251593,interIsoFoam,0.0011799999999997368
2.57009,0.1094511,0.1396578,0.07256596,interIsoFoam,0.001180000000000181
2.57127,0.1094481,0.1396696,0.07261272,interIsoFoam,0.001180000000000181
2.57245,0.1094504,0.1396837,0.07265978,interIsoFoam,0.0011799999999997368
2.57363,0.1094546,0.1396985,0.07270767,interIsoFoam,0.001180000000000181
2.5748,0.1094597,0.1397122,0.07275447,interIsoFoam,0.0011700000000001154
2.57598,0.1094652,0.1397255,0.0728024,interIsoFoam,0.0011799999999997368
2.57716,0.1094711,0.1397378,0.07284877,interIsoFoam,0.001180000000000181
2.57834,0.109477,0.1397493,0.07289619,interIsoFoam,0.0011799999999997368
2.57951,0.1094831,0.1397608,0.07294206,interIsoFoam,0.0011700000000001154
2.58069,0.1094891,0.1397709,0.07298906,interIsoFoam,0.001180000000000181
2.58187,0.1094952,0.1397809,0.07303431,interIsoFoam,0.0011799999999997368
2.58305,0.1095012,0.1397889,0.07308085,interIsoFoam,0.001180000000000181
2.58423,0.1095072,0.1397974,0.07312585,interIsoFoam,0.0011799999999997368
2.5854,0.1095036,0.1398001,0.07316855,interIsoFoam,0.0011700000000001154
2.58657,0.1095054,0.1398078,0.07321225,interIsoFoam,0.0011700000000001154
2.58775,0.1095092,0.1398143,0.07325605,interIsoFoam,0.001180000000000181
2.58892,0.1095139,0.1398221,0.07329862,interIsoFoam,0.0011699999999996713
2.5901,0.1095191,0.1398282,0.07334274,interIsoFoam,0.001180000000000181
2.59127,0.1095245,0.1398354,0.07338521,interIsoFoam,0.0011700000000001154
2.59245,0.1095301,0.1398413,0.07342836,interIsoFoam,0.0011799999999997368
2.59362,0.1095357,0.139848,0.07347033,interIsoFoam,0.0011700000000001154
2.5948,0.1095414,0.1398537,0.07351277,interIsoFoam,0.001180000000000181
2.59597,0.1095471,0.1398601,0.07355543,interIsoFoam,0.0011699999999996713
2.59715,0.1095528,0.1398657,0.07359839,interIsoFoam,0.001180000000000181
2.59832,0.1095584,0.1398719,0.07364076,interIsoFoam,0.0011700000000001154
2.59949,0.109564,0.139878,0.07368416,interIsoFoam,0.0011699999999996713
2.60067,0.1095595,0.1398811,0.07372494,interIsoFoam,0.001180000000000181
2.60184,0.1095608,0.139888,0.0737677,interIsoFoam,0.0011700000000001154
2.60301,0.1095641,0.1398964,0.07381052,interIsoFoam,0.0011699999999996713
2.60418,0.1095684,0.1399049,0.07385587,interIsoFoam,0.0011700000000001154
2.60535,0.1095732,0.1399139,0.07390029,interIsoFoam,0.0011700000000001154
2.60652,0.1095783,0.1399231,0.07394652,interIsoFoam,0.0011700000000001154
2.60769,0.1095836,0.1399328,0.07399208,interIsoFoam,0.0011699999999996713
2.60886,0.109589,0.1399425,0.07403949,interIsoFoam,0.0011700000000001154
2.61003,0.1095943,0.1399525,0.07408622,interIsoFoam,0.0011700000000001154
2.6112,0.1095996,0.1399626,0.07413484,interIsoFoam,0.0011700000000001154
2.61238,0.1096049,0.1399729,0.07418267,interIsoFoam,0.0011799999999997368
2.61355,0.1096102,0.1399834,0.07423253,interIsoFoam,0.0011700000000001154
2.61472,0.1096154,0.1399943,0.0742806,interIsoFoam,0.0011700000000001154
2.61589,0.1096206,0.1400052,0.07433181,interIsoFoam,0.0011699999999996713
2.61706,0.1096257,0.1400163,0.07438099,interIsoFoam,0.0011700000000001154
2.61823,0.1096203,0.1400236,0.07443019,interIsoFoam,0.0011700000000001154
2.6194,0.1096209,0.1400354,0.07447853,interIsoFoam,0.0011700000000001154
2.62056,0.1096235,0.1400475,0.0745296,interIsoFoam,0.0011599999999996058
2.62173,0.1096273,0.1400603,0.07457892,interIsoFoam,0.0011700000000001154
2.6229,0.1096316,0.1400725,0.07463008,interIsoFoam,0.0011700000000001154
2.62407,0.1096361,0.1400851,0.07467956,interIsoFoam,0.0011700000000001154
2.62523,0.1096408,0.1400973,0.07473059,interIsoFoam,0.0011600000000000499
2.6264,0.1096456,0.1401097,0.07478008,interIsoFoam,0.0011699999999996713
2.62757,0.1096504,0.1401226,0.07483079,interIsoFoam,0.0011700000000001154
2.62874,0.1096553,0.1401366,0.07487965,interIsoFoam,0.0011700000000001154
2.6299,0.1096601,0.1401498,0.07492942,interIsoFoam,0.0011600000000000499
2.63107,0.1096649,0.1401634,0.07497739,interIsoFoam,0.0011699999999996713
2.63224,0.1096697,0.140176,0.07502605,interIsoFoam,0.0011700000000001154
2.63341,0.1096745,0.1401884,0.07507295,interIsoFoam,0.0011700000000001154
2.63457,0.1096793,0.1401997,0.07512046,interIsoFoam,0.0011600000000000499
2.63574,0.1096729,0.1402075,0.07516414,interIsoFoam,0.0011700000000001154
2.6369,0.1096729,0.1402192,0.07520905,interIsoFoam,0.0011599999999996058
2.63806,0.1096751,0.1402317,0.07525337,interIsoFoam,0.0011600000000000499
2.63923,0.1096784,0.1402439,0.07529795,interIsoFoam,0.0011700000000001154
2.64039,0.1096822,0.1402559,0.0753411,interIsoFoam,0.0011600000000000499
2.64156,0.1096864,0.1402672,0.07538507,interIsoFoam,0.0011700000000001154
2.64272,0.1096907,0.1402781,0.07542745,interIsoFoam,0.0011600000000000499
2.64388,0.1096951,0.1402882,0.07547074,interIsoFoam,0.0011599999999996058
2.64505,0.1096996,0.1402982,0.07551247,interIsoFoam,0.0011700000000001154
2.64621,0.109704,0.1403075,0.07555503,interIsoFoam,0.0011600000000000499
2.64737,0.1097084,0.1403164,0.0755962,interIsoFoam,0.0011600000000000499
2.64854,0.1097128,0.1403244,0.07563816,interIsoFoam,0.0011700000000001154
2.6497,0.1097172,0.1403322,0.0756789,interIsoFoam,0.0011600000000000499
2.65087,0.1097216,0.1403391,0.07572036,interIsoFoam,0.0011699999999996713
2.65203,0.109726,0.1403459,0.07576075,interIsoFoam,0.0011600000000000499
2.65319,0.1097305,0.1403526,0.07580189,interIsoFoam,0.0011600000000000499
2.65436,0.109735,0.1403592,0.075842,interIsoFoam,0.0011700000000001154
2.65552,0.1097277,0.1403606,0.07588068,interIsoFoam,0.0011600000000000499
2.65668,0.109727,0.1403663,0.07591922,interIsoFoam,0.0011600000000000499
2.65784,0.1097288,0.1403709,0.07595983,interIsoFoam,0.0011600000000000499
2.659,0.1097316,0.1403758,0.07599919,interIsoFoam,0.0011599999999996058
2.66016,0.1097352,0.1403788,0.07604003,interIsoFoam,0.0011600000000000499
2.66132,0.109739,0.1403817,0.07607975,interIsoFoam,0.0011600000000000499
2.66248,0.109743,0.1403828,0.07612078,interIsoFoam,0.0011600000000000499
2.66364,0.1097471,0.140384,0.0761608,interIsoFoam,0.0011600000000000499
2.6648,0.1097513,0.1403837,0.07620203,interIsoFoam,0.0011600000000000499
2.66596,0.1097554,0.1403837,0.07624229,interIsoFoam,0.0011600000000000499
2.66712,0.1097596,0.140382,0.07628371,interIsoFoam,0.0011600000000000499
2.66828,0.1097637,0.1403804,0.07632428,interIsoFoam,0.0011600000000000499
2.66944,0.1097679,0.140377,0.07636594,interIsoFoam,0.0011599999999996058
2.6706,0.109772,0.1403736,0.07640682,interIsoFoam,0.0011600000000000499
2.67176,0.1097761,0.1403681,0.0764487,interIsoFoam,0.0011600000000000499
2.67291,0.1097802,0.1403626,0.07648988,interIsoFoam,0.0011499999999999844
2.67407,0.1097843,0.1403556,0.07653201,interIsoFoam,0.0011600000000000499
2.67523,0.1097884,0.1403487,0.07657352,interIsoFoam,0.0011600000000000499
2.67639,0.1047411,0.1403406,0.07661579,interIsoFoam,0.0011600000000000499
2.6776,0.09319889,0.1403788,0.07668248,interIsoFoam,0.0012099999999999334
2.6788,0.08403789,0.1403646,0.0767383,interIsoFoam,0.0011999999999998678
2.68,0.08245352,0.1403425,0.07678215,interIsoFoam,0.001200000000000312
2.6812,0.08245296,0.1403173,0.07682778,interIsoFoam,0.0011999999999998678
2.6824,0.08245237,0.1402989,0.07687158,interIsoFoam,0.0011999999999998678
2.68359,0.08245239,0.1402763,0.07691613,interIsoFoam,0.0011900000000002464
2.68479,0.08245299,0.1402599,0.07695967,interIsoFoam,0.0011999999999998678
2.68599,0.08245415,0.1402386,0.07700352,interIsoFoam,0.0011999999999998678
2.68719,0.08245579,0.1402227,0.07704698,interIsoFoam,0.001200000000000312
2.68839,0.08245776,0.1402015,0.07709043,interIsoFoam,0.0011999999999998678
2.68959,0.08246004,0.1401852,0.07713404,interIsoFoam,0.0011999999999998678
2.69079,0.08246247,0.1401634,0.07717907,interIsoFoam,0.0011999999999998678
2.69198,0.08246505,0.1401463,0.07722579,interIsoFoam,0.0011900000000002464
2.69318,0.08246766,0.1401236,0.07727292,interIsoFoam,0.0011999999999998678
2.69438,0.08247033,0.1401053,0.07732114,interIsoFoam,0.001200000000000312
2.69558,0.08247296,0.1400812,0.07736943,interIsoFoam,0.0011999999999998678
2.69678,0.08247561,0.1400615,0.0774186,interIsoFoam,0.0011999999999998678
2.69798,0.08247819,0.140036,0.07746763,interIsoFoam,0.0011999999999998678
2.69918,0.08248075,0.1400149,0.07751735,interIsoFoam,0.001200000000000312
2.70037,0.08248324,0.1399878,0.07756689,interIsoFoam,0.0011899999999998023
2.70157,0.0824857,0.1399651,0.07761701,interIsoFoam,0.0011999999999998678
2.70277,0.08248809,0.1399365,0.07766683,interIsoFoam,0.001200000000000312
2.70397,0.08249044,0.1399125,0.07771715,interIsoFoam,0.0011999999999998678
2.70517,0.08249273,0.1398825,0.07776718,interIsoFoam,0.0011999999999998678
2.70637,0.08249499,0.139857,0.07781759,interIsoFoam,0.001200000000000312
2.70756,0.08249719,0.1398255,0.07786772,interIsoFoam,0.0011899999999998023
2.70876,0.08249937,0.1397983,0.07791815,interIsoFoam,0.0011999999999998678
2.70996,0.0825015,0.1397654,0.07796835,interIsoFoam,0.001200000000000312
2.71116,0.08250361,0.1397371,0.07801876,interIsoFoam,0.0011999999999998678
2.71236,0.08250569,0.1397027,0.07806903,interIsoFoam,0.0011999999999998678
2.71356,0.08250775,0.1396731,0.07811946,interIsoFoam,0.001200000000000312
2.71476,0.08250978,0.1396374,0.07816977,interIsoFoam,0.0011999999999998678
2.71595,0.0825118,0.1396068,0.07822018,interIsoFoam,0.0011899999999998023
2.71715,0.0825138,0.1395703,0.07827051,interIsoFoam,0.001200000000000312
2.71835,0.08251578,0.1395387,0.07832093,interIsoFoam,0.0011999999999998678
2.71955,0.08251775,0.1395011,0.07837135,interIsoFoam,0.0011999999999998678
2.72075,0.08251972,0.1394685,0.07842185,interIsoFoam,0.0011999999999998678
2.72195,0.08252167,0.1394297,0.07847236,interIsoFoam,0.001200000000000312
2.72315,0.08252361,0.139396,0.0785229,interIsoFoam,0.0011999999999998678
2.72434,0.08252555,0.1393558,0.07857345,interIsoFoam,0.0011900000000002464
2.72554,0.08252747,0.1393211,0.07862409,interIsoFoam,0.0011999999999998678
2.72674,0.08252939,0.1392801,0.07867472,interIsoFoam,0.0011999999999998678
2.72794,0.0825313,0.1392445,0.07872541,interIsoFoam,0.0011999999999998678
2.72914,0.08253321,0.1392025,0.07877609,interIsoFoam,0.001200000000000312
2.73034,0.08253511,0.139166,0.07882686,interIsoFoam,0.0011999999999998678
2.73153,0.08258874,0.1391232,0.07887763,interIsoFoam,0.0011899999999998023
2.73273,0.08264928,0.1390859,0.07892846,interIsoFoam,0.001200000000000312
2.73393,0.08269597,0.1390423,0.07897928,interIsoFoam,0.0011999999999998678
2.73513,0.0827355,0.1390044,0.07903017,interIsoFoam,0.0011999999999998678
2.73633,0.08277161,0.1389598,0.07908103,interIsoFoam,0.001200000000000312
2.73753,0.08280802,0.1389213,0.079132,interIsoFoam,0.0011999999999998678
2.73873,0.08284688,0.1388761,0.07918291,interIsoFoam,0.0011999999999998678
2.73992,0.08288979,0.1388377,0.07923409,interIsoFoam,0.0011900000000002464
2.74112,0.08293761,0.1387931,0.0792853,interIsoFoam,0.0011999999999998678
2.74232,0.08288527,0.1387544,0.07933666,interIsoFoam,0.0011999999999998678
2.74352,0.08285544,0.1387093,0.07938799,interIsoFoam,0.001200000000000312
2.74472,0.08284713,0.1386701,0.07943938,interIsoFoam,0.0011999999999998678
2.74592,0.08286871,0.1386247,0.07949081,interIsoFoam,0.0011999999999998678
2.74712,0.08280693,0.1385858,0.07954225,interIsoFoam,0.0011999999999998678
2.74831,0.08278097,0.1385417,0.07959371,interIsoFoam,0.0011900000000002464
2.74951,0.08279874,0.1385044,0.0796452,interIsoFoam,0.0011999999999998678
2.75071,0.08274174,0.1384632,0.07969672,interIsoFoam,0.001200000000000312
2.75191,0.08272714,0.138429,0.07974829,interIsoFoam,0.0011999999999998678
2.75311,0.08276135,0.1383924,0.07979989,interIsoFoam,0.0011999999999998678
2.75431,0.08272112,0.1383634,0.07985148,interIsoFoam,0.0011999999999998678
2.7555,0.08273553,0.1383326,0.07990314,interIsoFoam,0.0011900000000002464
2.7567,0.08268175,0.1383093,0.07995483,interIsoFoam,0.0011999999999998678
2.7579,0.08267885,0.1382846,0.08000661,interIsoFoam,0.0011999999999998678
2.7591,0.08261599,0.1382678,0.08005841,interIsoFoam,0.001200000000000312
2.7603,0.08261265,0.1382502,0.08011025,interIsoFoam,0.0011999999999998678
2.7615,0.08258342,0.1382402,0.08016215,interIsoFoam,0.0011999999999998678
2.7627,0.08258535,0.1382292,0.0802141,interIsoFoam,0.001200000000000312
2.76389,0.08258726,0.1382256,0.08026614,interIsoFoam,0.0011899999999998023
2.76509,0.08258921,0.138221,0.08031823,interIsoFoam,0.0011999999999998678
2.76629,0.08259113,0.1382235,0.08037034,interIsoFoam,0.001200000000000312
2.76749,0.08259309,0.1382244,0.08042253,interIsoFoam,0.0011999999999998678
2.76869,0.08259504,0.1382326,0.08047469,interIsoFoam,0.0011999999999998678
2.76989,0.08259701,0.1382394,0.080527,interIsoFoam,0.001200000000000312
2.77109,0.08259901,0.1382529,0.08057918,interIsoFoam,0.0011999999999998678
2.77228,0.082601,0.1382636,0.08063139,interIsoFoam,0.0011899999999998023
2.77348,0.08260304,0.1382803,0.08068344,interIsoFoam,0.001200000000000312
2.77468,0.08260505,0.1382941,0.08073569,interIsoFoam,0.0011999999999998678
2.77588,0.08260713,0.1383137,0.08078777,interIsoFoam,0.0011999999999998678
2.77708,0.08260916,0.1383296,0.08084013,interIsoFoam,0.001200000000000312
2.77828,0.0826113,0.1383507,0.08089221,interIsoFoam,0.0011999999999998678
2.77948,0.08261332,0.1383679,0.08094457,interIsoFoam,0.0011999999999998678
2.78067,0.08261554,0.1383907,0.08099662,interIsoFoam,0.0011900000000002464
2.78187,0.08261753,0.1391261,0.081049,interIsoFoam,0.0011999999999998678
2.78307,0.08261984,0.1402388,0.08110103,interIsoFoam,0.0011999999999998678
2.78426,0.08261744,0.1414139,0.08114979,interIsoFoam,0.0011900000000002464
2.78546,0.08262274,0.1424761,0.08120352,interIsoFoam,0.0011999999999998678
2.78665,0.08262161,0.1433046,0.08125332,interIsoFoam,0.0011899999999998023
2.78785,0.08262751,0.1439084,0.08130711,interIsoFoam,0.001200000000000312
2.78904,0.08262633,0.1442589,0.08135729,interIsoFoam,0.0011899999999998023
2.79024,0.08263243,0.1444102,0.08141095,interIsoFoam,0.0011999999999998678
2.79143,0.08263096,0.1443539,0.08146117,interIsoFoam,0.0011900000000002464
2.79263,0.08263268,0.1441711,0.08151134,interIsoFoam,0.0011999999999998678
2.79382,0.08263389,0.1438703,0.08156337,interIsoFoam,0.0011900000000002464
2.79501,0.08263713,0.1434965,0.08161449,interIsoFoam,0.0011899999999998023
2.7962,0.0826387,0.1430583,0.08166642,interIsoFoam,0.0011899999999998023
2.79739,0.08264211,0.1425894,0.08171766,interIsoFoam,0.0011900000000002464
2.79858,0.08265687,0.1420926,0.08176948,interIsoFoam,0.0011899999999998023
2.79978,0.08270112,0.1415975,0.08182074,interIsoFoam,0.001200000000000312
2.80097,0.08269491,0.1410989,0.08187246,interIsoFoam,0.0011899999999998023
2.80216,0.08265202,0.1406145,0.08192205,interIsoFoam,0.0011900000000002464
2.80335,0.08272381,0.1401387,0.08197097,interIsoFoam,0.0011899999999998023
2.80454,0.08274889,0.1396877,0.08201874,interIsoFoam,0.0011899999999998023
2.80574,0.08273207,0.1392534,0.08206653,interIsoFoam,0.001200000000000312
2.80693,0.08284091,0.1388489,0.08211374,interIsoFoam,0.0011899999999998023
2.80812,0.0828912,0.1384677,0.0821612,interIsoFoam,0.0011900000000002464
2.80931,0.08288901,0.1381172,0.0822084,interIsoFoam,0.0011899999999998023
2.8105,0.08284807,0.1377927,0.08225602,interIsoFoam,0.0011900000000002464
2.81169,0.08292532,0.1374996,0.08230341,interIsoFoam,0.0011899999999998023
2.81289,0.08295403,0.1372347,0.08235133,interIsoFoam,0.0011999999999998678
2.81408,0.08293988,0.1370005,0.08239913,interIsoFoam,0.0011900000000002464
2.81527,0.08289509,0.1367929,0.08244738,interIsoFoam,0.0011899999999998023
2.81646,0.08297653,0.1366137,0.08249548,interIsoFoam,0.0011900000000002464
2.81765,0.08301238,0.1364609,0.08254404,interIsoFoam,0.0011899999999998023
2.81885,0.08300646,0.1363205,0.08259231,interIsoFoam,0.0011999999999998678
2.82004,0.08296993,0.1362047,0.08264098,interIsoFoam,0.0011900000000002464
2.82123,0.08306049,0.1361175,0.08268934,interIsoFoam,0.0011899999999998023
2.82242,0.08310379,0.1360501,0.08273807,interIsoFoam,0.0011900000000002464
2.82361,0.08310367,0.1360032,0.08278647,interIsoFoam,0.0011899999999998023
2.8248,0.08307141,0.1359772,0.08283531,interIsoFoam,0.0011900000000002464
2.826,0.08316614,0.1359716,0.08288387,interIsoFoam,0.0011999999999998678
2.82719,0.08321209,0.1359851,0.08293288,interIsoFoam,0.0011899999999998023
2.82838,0.08321346,0.1360178,0.0829816,interIsoFoam,0.0011900000000002464
2.82957,0.08318185,0.136067,0.08303078,interIsoFoam,0.0011899999999998023
2.83076,0.08327758,0.1361326,0.08307962,interIsoFoam,0.0011900000000002464
2.83196,0.08332389,0.1362101,0.08312891,interIsoFoam,0.0011999999999998678
2.83315,0.08332785,0.1363038,0.08317787,interIsoFoam,0.0011899999999998023
2.83434,0.0833006,0.136411,0.08322722,interIsoFoam,0.0011900000000002464
2.83553,0.08341924,0.1365323,0.08327621,interIsoFoam,0.0011899999999998023
2.83672,0.08348314,0.1366651,0.08332564,interIsoFoam,0.0011900000000002464
2.83791,0.08349742,0.1368108,0.0833747,interIsoFoam,0.0011899999999998023
2.83911,0.08347404,0.1369646,0.08342414,interIsoFoam,0.0011999999999998678
2.8403,0.08342696,0.13713,0.08347326,interIsoFoam,0.0011900000000002464
2.84149,0.08351616,0.1373013,0.08352277,interIsoFoam,0.0011899999999998023
2.84268,0.08356259,0.137484,0.08357206,interIsoFoam,0.0011900000000002464
2.84387,0.08356959,0.1376706,0.08362153,interIsoFoam,0.0011899999999998023
2.84507,0.08354786,0.1378667,0.08367077,interIsoFoam,0.001200000000000312
2.84626,0.08350841,0.1380653,0.0837203,interIsoFoam,0.0011899999999998023
2.84745,0.08360802,0.1382717,0.08376986,interIsoFoam,0.0011899999999998023
2.84864,0.08366518,0.1384801,0.08381954,interIsoFoam,0.0011900000000002464
2.84983,0.08368365,0.1386958,0.08386865,interIsoFoam,0.0011899999999998023
2.85102,0.08367261,0.1389122,0.08391627,interIsoFoam,0.0011900000000002464
2.85222,0.0836426,0.1391351,0.08396227,interIsoFoam,0.0011999999999998678
2.85341,0.08360333,0.1393577,0.08400593,interIsoFoam,0.0011899999999998023
2.8546,0.08356269,0.1395863,0.08404757,interIsoFoam,0.0011900000000002464
2.85579,0.08367157,0.139815,0.08408645,interIsoFoam,0.0011899999999998023
2.85698,0.08374265,0.1400481,0.08412326,interIsoFoam,0.0011900000000002464
2.85817,0.08377776,0.1402816,0.08415718,interIsoFoam,0.0011899999999998023
2.85937,0.08378355,0.1405184,0.08418915,interIsoFoam,0.001200000000000312
2.86056,0.08376843,0.140756,0.08421823,interIsoFoam,0.0011899999999998023
2.86175,0.08374112,0.1409956,0.08424556,interIsoFoam,0.0011899999999998023
2.86294,0.08370894,0.1412358,0.08427008,interIsoFoam,0.0011900000000002464
2.86413,0.08367739,0.1414766,0.08429312,interIsoFoam,0.0011899999999998023
2.86533,0.08364953,0.1417146,0.08431347,interIsoFoam,0.001200000000000312
2.86652,0.08362676,0.1419679,0.08433263,interIsoFoam,0.0011899999999998023
2.86771,0.08360894,0.1422213,0.08434924,interIsoFoam,0.0011900000000002464
2.8689,0.08359527,0.1424728,0.0843649,interIsoFoam,0.0011899999999998023
2.87009,0.08358439,0.1427119,0.08437816,interIsoFoam,0.0011899999999998023
2.87128,0.08357498,0.1429399,0.08439071,interIsoFoam,0.0011900000000002464
2.87248,0.08356568,0.1431603,0.08440099,interIsoFoam,0.0011999999999998678
2.87367,0.08355548,0.1433751,0.08441074,interIsoFoam,0.0011900000000002464
2.87486,0.08354344,0.1435882,0.08441838,interIsoFoam,0.0011899999999998023
2.87605,0.08352898,0.1437991,0.08442563,interIsoFoam,0.0011900000000002464
2.87724,0.08368069,0.1440089,0.0844309,interIsoFoam,0.0011899999999998023
2.87844,0.08377475,0.1442155,0.0844359,interIsoFoam,0.0011999999999998678
2.87963,0.08382167,0.1444189,0.08443908,interIsoFoam,0.0011900000000002464
2.88082,0.08382448,0.1446152,0.08444206,interIsoFoam,0.0011899999999998023
2.88201,0.08379146,0.1448093,0.08444336,interIsoFoam,0.0011900000000002464
2.8832,0.08388843,0.1449988,0.08444455,interIsoFoam,0.0011899999999998023
2.88439,0.08392757,0.1451854,0.08444414,interIsoFoam,0.0011899999999998023
2.88559,0.08392641,0.145366,0.08444372,interIsoFoam,0.001200000000000312
2.88678,0.08405752,0.1455446,0.0844418,interIsoFoam,0.0011899999999998023
2.88797,0.08411231,0.1457171,0.08443992,interIsoFoam,0.0011900000000002464
2.88916,0.08412309,0.1458866,0.08443664,interIsoFoam,0.0011899999999998023
2.89035,0.08409166,0.1460499,0.08443353,interIsoFoam,0.0011900000000002464
2.89155,0.0841815,0.1462076,0.08442907,interIsoFoam,0.0011999999999998678
2.89274,0.08421369,0.1463583,0.08442485,interIsoFoam,0.0011899999999998023
2.89393,0.08421603,0.1465028,0.08441936,interIsoFoam,0.0011900000000002464
2.89512,0.08419347,0.1466402,0.08441419,interIsoFoam,0.0011899999999998023
2.89631,0.08415843,0.1467712,0.08440779,interIsoFoam,0.0011900000000002464
2.8975,0.08426344,0.1468949,0.0844018,interIsoFoam,0.0011899999999998023
2.8987,0.08432421,0.1470119,0.08439459,interIsoFoam,0.0011999999999998678
2.89989,0.08436848,0.1471217,0.08438789,interIsoFoam,0.0011900000000002464
2.90108,0.08439408,0.1472252,0.08437996,interIsoFoam,0.0011899999999998023
2.90227,0.08440846,0.1473214,0.08437265,interIsoFoam,0.0011900000000002464
