t,U_x,U_y,U_z,solver,dt
0.264968,0.2557797,0.2561249,0.225301,interIsoFoam,0.00046799999999996844
0.265437,0.2561482,0.2555253,0.2250436,interIsoFoam,0.0004689999999999972
0.265907,0.2565242,0.2547643,0.2247902,interIsoFoam,0.00047000000000002595
0.266378,0.2569087,0.2538377,0.2245406,interIsoFoam,0.0004709999999999992
0.266849,0.2572976,0.2527458,0.2242922,interIsoFoam,0.0004709999999999992
0.267319,0.2576882,0.2515394,0.2240438,interIsoFoam,0.00046999999999997044
0.267789,0.2580853,0.2515216,0.2238042,interIsoFoam,0.00047000000000002595
0.268259,0.2584784,0.2514929,0.2235742,interIsoFoam,0.00047000000000002595
0.26873,0.2588761,0.2514506,0.2233529,interIsoFoam,0.0004709999999999992
0.2692,0.2592869,0.2513935,0.2231454,interIsoFoam,0.00046999999999997044
0.269669,0.259697,0.2513228,0.2229464,interIsoFoam,0.0004689999999999972
0.270138,0.2601181,0.2512402,0.222762,interIsoFoam,0.0004689999999999972
0.270607,0.2605519,0.2511459,0.2225785,interIsoFoam,0.0004689999999999972
0.271076,0.2610035,0.2510411,0.2224001,interIsoFoam,0.0004689999999999972
0.271544,0.2614731,0.2509273,0.2222145,interIsoFoam,0.00046800000000002395
0.272012,0.2619679,0.2508094,0.2220305,interIsoFoam,0.00046799999999996844
0.27248,0.2624204,0.2506948,0.2218372,interIsoFoam,0.00046800000000002395
0.272949,0.2626067,0.2505994,0.2216267,interIsoFoam,0.0004689999999999972
0.273417,0.2619991,0.2505413,0.2213837,interIsoFoam,0.00046800000000002395
0.273885,0.2602342,0.2505231,0.2211085,interIsoFoam,0.00046799999999996844
0.274353,0.258081,0.2505198,0.2208135,interIsoFoam,0.00046800000000002395
0.274821,0.2567491,0.2505068,0.2205214,interIsoFoam,0.00046799999999996844
0.275289,0.2570781,0.2504863,0.2202399,interIsoFoam,0.00046800000000002395
0.275757,0.2573472,0.2504506,0.2199773,interIsoFoam,0.00046799999999996844
0.276226,0.2575726,0.2504071,0.2197346,interIsoFoam,0.0004690000000000527
0.276694,0.2577685,0.2503581,0.2194859,interIsoFoam,0.00046799999999996844
0.277162,0.2579473,0.2503095,0.2192576,interIsoFoam,0.00046800000000002395
0.27763,0.2581142,0.250262,0.2190162,interIsoFoam,0.00046799999999996844
0.278098,0.2582766,0.2502164,0.2187854,interIsoFoam,0.00046800000000002395
0.278566,0.2584373,0.2501744,0.2185478,interIsoFoam,0.00046799999999996844
0.279035,0.2585991,0.2501369,0.2183135,interIsoFoam,0.0004689999999999972
0.279503,0.2587634,0.2501031,0.2180775,interIsoFoam,0.00046800000000002395
0.27997,0.2589283,0.2500715,0.2178368,interIsoFoam,0.0004669999999999952
0.280437,0.2590984,0.2500436,0.2175966,interIsoFoam,0.0004669999999999952
0.280904,0.2592727,0.2500194,0.2173556,interIsoFoam,0.0004669999999999952
0.281371,0.2594515,0.2499981,0.2171123,interIsoFoam,0.0004669999999999952
0.281838,0.2596345,0.2499807,0.2168667,interIsoFoam,0.0004669999999999952
0.282305,0.2598195,0.2499659,0.2166151,interIsoFoam,0.0004669999999999952
0.282771,0.2600101,0.2499555,0.2163636,interIsoFoam,0.00046600000000002195
0.283237,0.2602049,0.2499496,0.2161119,interIsoFoam,0.00046600000000002195
0.283703,0.2603979,0.2499499,0.2158545,interIsoFoam,0.00046599999999996644
0.284169,0.2605856,0.2499552,0.2155922,interIsoFoam,0.00046600000000002195
0.284634,0.2607665,0.2499638,0.2153274,interIsoFoam,0.0004649999999999932
0.2851,0.2609451,0.2499769,0.2150681,interIsoFoam,0.00046600000000002195
0.285565,0.2611209,0.2499941,0.2148104,interIsoFoam,0.0004649999999999932
0.28603,0.2612939,0.2500145,0.2145533,interIsoFoam,0.0004649999999999932
0.286494,0.2614612,0.2500389,0.2142895,interIsoFoam,0.00046400000000001995
0.286958,0.261625,0.2500677,0.214031,interIsoFoam,0.00046399999999996444
0.287422,0.2617876,0.2501002,0.2137732,interIsoFoam,0.00046400000000001995
0.287886,0.2619483,0.2501351,0.2135161,interIsoFoam,0.00046399999999996444
0.288351,0.2621071,0.2501722,0.2132587,interIsoFoam,0.0004650000000000487
0.288814,0.2622612,0.2502096,0.2129967,interIsoFoam,0.0004629999999999912
0.289277,0.2624145,0.2502494,0.212737,interIsoFoam,0.0004629999999999912
0.28974,0.2625663,0.2502919,0.2124789,interIsoFoam,0.0004629999999999912
0.290203,0.2627165,0.2503376,0.2122205,interIsoFoam,0.0004629999999999912
0.290666,0.2628658,0.2503847,0.21196,interIsoFoam,0.0004629999999999912
0.291128,0.2630112,0.2504336,0.2116922,interIsoFoam,0.00046200000000001795
0.29159,0.2631578,0.2504904,0.2114283,interIsoFoam,0.00046200000000001795
0.292053,0.2633087,0.2505571,0.2111558,interIsoFoam,0.0004629999999999912
0.292515,0.2634598,0.2506202,0.2108801,interIsoFoam,0.00046200000000001795
0.292977,0.2636097,0.2506811,0.2106065,interIsoFoam,0.00046199999999996244
0.293438,0.2637526,0.2507425,0.2103293,interIsoFoam,0.0004609999999999892
0.293899,0.263891,0.2508095,0.2100555,interIsoFoam,0.0004610000000000447
0.29436,0.2640277,0.2508692,0.2097747,interIsoFoam,0.0004609999999999892
0.294821,0.264164,0.2509305,0.2094937,interIsoFoam,0.0004609999999999892
0.295282,0.2642995,0.2509872,0.2092111,interIsoFoam,0.0004609999999999892
0.295742,0.2644322,0.2510389,0.208923,interIsoFoam,0.00046000000000001595
0.296202,0.264566,0.2510892,0.2086367,interIsoFoam,0.00046000000000001595
0.296662,0.2647,0.2511381,0.208351,interIsoFoam,0.00045999999999996044
0.297122,0.2648343,0.2511862,0.2080644,interIsoFoam,0.00046000000000001595
0.297582,0.2649691,0.2512333,0.2077778,interIsoFoam,0.00046000000000001595
0.298041,0.2651014,0.2512778,0.2074848,interIsoFoam,0.0004589999999999872
0.2985,0.265235,0.2513216,0.2071912,interIsoFoam,0.0004589999999999872
0.298959,0.2653684,0.2513664,0.2068959,interIsoFoam,0.0004589999999999872
0.299418,0.2655014,0.2514127,0.2066009,interIsoFoam,0.0004590000000000427
0.299877,0.265634,0.2514578,0.2063035,interIsoFoam,0.0004589999999999872
0.300335,0.2657633,0.2515015,0.2060014,interIsoFoam,0.00045800000000001395
0.300793,0.2658929,0.2515449,0.2056991,interIsoFoam,0.00045799999999995844
0.301251,0.2660222,0.2515893,0.2053978,interIsoFoam,0.00045800000000001395
0.301709,0.2661511,0.2516338,0.2050958,interIsoFoam,0.00045800000000001395
0.302167,0.266279,0.2516786,0.2047932,interIsoFoam,0.00045800000000001395
0.302624,0.266401,0.251735,0.2045049,interIsoFoam,0.0004569999999999852
0.303081,0.2665272,0.2517799,0.2041918,interIsoFoam,0.0004569999999999852
0.303538,0.2666549,0.2518195,0.2038737,interIsoFoam,0.0004569999999999852
0.303995,0.266777,0.2518778,0.203584,interIsoFoam,0.0004570000000000407
0.304451,0.2669009,0.2519244,0.2032703,interIsoFoam,0.00045600000000001195
0.304908,0.2670249,0.2519662,0.2029454,interIsoFoam,0.0004569999999999852
0.305364,0.2671437,0.2520247,0.2026467,interIsoFoam,0.00045600000000001195
0.30582,0.2672647,0.2520738,0.2023257,interIsoFoam,0.00045599999999995644
0.306276,0.2673872,0.2521155,0.201997,interIsoFoam,0.00045600000000001195
0.306732,0.2675054,0.2521761,0.201699,interIsoFoam,0.00045600000000001195
0.307187,0.2676258,0.2522274,0.2013807,interIsoFoam,0.0004549999999999832
0.307642,0.267744,0.2522682,0.201044,interIsoFoam,0.0004550000000000387
0.308097,0.26786,0.2523275,0.2007427,interIsoFoam,0.0004549999999999832
0.308552,0.2679772,0.2523791,0.2004208,interIsoFoam,0.0004549999999999832
0.309006,0.268101,0.252422,0.2000849,interIsoFoam,0.00045400000000000995
0.309461,0.2682176,0.252483,0.1997806,interIsoFoam,0.0004549999999999832
0.309916,0.2683357,0.2525347,0.1994574,interIsoFoam,0.0004550000000000387
0.31037,0.2684519,0.2525773,0.199116,interIsoFoam,0.00045399999999995444
0.310823,0.2685651,0.2526381,0.1988059,interIsoFoam,0.0004530000000000367
0.311277,0.2686806,0.2526915,0.1984788,interIsoFoam,0.00045400000000000995
0.311731,0.2687974,0.2527387,0.1981401,interIsoFoam,0.00045399999999995444
0.312184,0.2689111,0.2528036,0.1978292,interIsoFoam,0.0004530000000000367
0.312638,0.2690258,0.252861,0.1975037,interIsoFoam,0.00045400000000000995
0.31309,0.2691394,0.2529104,0.1971581,interIsoFoam,0.00045199999999995244
0.313543,0.2692511,0.2529774,0.1969276,interIsoFoam,0.0004530000000000367
0.313996,0.2693641,0.2530369,0.1969608,interIsoFoam,0.0004529999999999812
0.314448,0.2694782,0.2530914,0.1969913,interIsoFoam,0.00045200000000000795
0.314901,0.2695888,0.253163,0.1970282,interIsoFoam,0.0004529999999999812
0.315353,0.2697013,0.253227,0.197063,interIsoFoam,0.00045200000000000795
0.315805,0.2698125,0.2532834,0.1970927,interIsoFoam,0.00045200000000000795
0.316256,0.2699217,0.2533556,0.1971297,interIsoFoam,0.0004509999999999792
0.316708,0.2700338,0.2534188,0.1971651,interIsoFoam,0.00045200000000000795
0.317159,0.2701461,0.2534781,0.1971972,interIsoFoam,0.0004510000000000347
0.317611,0.2702587,0.2535509,0.1972346,interIsoFoam,0.00045199999999995244
0.318062,0.2703747,0.2536142,0.1972675,interIsoFoam,0.0004510000000000347
0.318512,0.2704885,0.2536728,0.1972965,interIsoFoam,0.00045000000000000595
0.318963,0.2706002,0.2537431,0.1973315,interIsoFoam,0.0004509999999999792
0.319413,0.2707137,0.2538063,0.1973643,interIsoFoam,0.00045000000000000595
0.319863,0.2708249,0.2538721,0.1973942,interIsoFoam,0.00045000000000000595
0.320314,0.2709334,0.2539486,0.1974291,interIsoFoam,0.0004509999999999792
0.320764,0.2710439,0.254016,0.1974646,interIsoFoam,0.00045000000000000595
0.321214,0.2711545,0.2540818,0.1975008,interIsoFoam,0.00045000000000000595
0.321664,0.2712598,0.2541553,0.1975382,interIsoFoam,0.00045000000000000595
0.322113,0.2713751,0.2542027,0.1975724,interIsoFoam,0.0004489999999999772
0.322562,0.2714826,0.2542786,0.1976148,interIsoFoam,0.0004490000000000327
0.323011,0.2715971,0.2543307,0.1976503,interIsoFoam,0.0004489999999999772
0.32346,0.2717135,0.2543775,0.1976876,interIsoFoam,0.0004490000000000327
0.32391,0.2718285,0.2544284,0.1977251,interIsoFoam,0.00044999999999995044
0.324358,0.2719391,0.2544808,0.1977594,interIsoFoam,0.00044800000000000395
0.324806,0.272049,0.2545369,0.1977935,interIsoFoam,0.00044800000000000395
0.325254,0.2721579,0.2545962,0.197827,interIsoFoam,0.00044800000000000395
0.325702,0.2722656,0.2546577,0.1978599,interIsoFoam,0.00044800000000000395
0.32615,0.272373,0.2547208,0.1978919,interIsoFoam,0.00044800000000000395
0.326598,0.2724798,0.2547848,0.1979234,interIsoFoam,0.00044800000000000395
0.327046,0.2725864,0.2548498,0.1979545,interIsoFoam,0.00044800000000000395
0.327493,0.2726903,0.2549123,0.1979823,interIsoFoam,0.0004469999999999752
0.32794,0.2727954,0.2549752,0.1980123,interIsoFoam,0.0004470000000000307
0.328387,0.272901,0.255039,0.1980435,interIsoFoam,0.0004469999999999752
0.328834,0.273008,0.2551026,0.198076,interIsoFoam,0.0004470000000000307
0.329281,0.2731161,0.2551662,0.1981088,interIsoFoam,0.0004469999999999752
0.329728,0.2732255,0.2552301,0.1981426,interIsoFoam,0.0004470000000000307
0.330175,0.2733367,0.2552946,0.1981765,interIsoFoam,0.0004469999999999752
0.33062,0.273447,0.2553566,0.1982096,interIsoFoam,0.0004450000000000287
0.331066,0.2735608,0.2554199,0.1982454,interIsoFoam,0.00044600000000000195
0.331512,0.2736785,0.2554851,0.1982855,interIsoFoam,0.00044599999999994644
0.331957,0.2738009,0.2555521,0.1983307,interIsoFoam,0.0004450000000000287
0.332403,0.2739277,0.2556215,0.1983818,interIsoFoam,0.00044600000000000195
0.332849,0.2740586,0.2556928,0.1984372,interIsoFoam,0.00044600000000000195
0.333295,0.2741916,0.2557628,0.1985023,interIsoFoam,0.00044600000000000195
0.33374,0.274324,0.2558286,0.198565,interIsoFoam,0.0004449999999999732
0.334185,0.2744533,0.2558873,0.1986226,interIsoFoam,0.0004450000000000287
0.33463,0.2745824,0.2559425,0.1986798,interIsoFoam,0.0004449999999999732
0.335074,0.2747109,0.2559955,0.1987362,interIsoFoam,0.00044399999999999995
0.335519,0.2748392,0.2560459,0.1987906,interIsoFoam,0.0004450000000000287
0.335963,0.2749671,0.2560941,0.1988438,interIsoFoam,0.00044399999999999995
0.336408,0.2750942,0.2561394,0.198897,interIsoFoam,0.0004449999999999732
0.336852,0.2752207,0.2561819,0.1989502,interIsoFoam,0.00044399999999999995
0.337296,0.2753445,0.2562161,0.1990019,interIsoFoam,0.00044399999999999995
0.337739,0.2754936,0.2562632,0.1990662,interIsoFoam,0.0004430000000000267
0.338182,0.2756817,0.2563385,0.1991602,interIsoFoam,0.0004429999999999712
0.338626,0.2758555,0.2564045,0.199281,interIsoFoam,0.00044399999999999995
0.339069,0.2760133,0.2564469,0.1994054,interIsoFoam,0.0004430000000000267
0.339512,0.2761588,0.2564608,0.1995229,interIsoFoam,0.0004429999999999712
0.339956,0.2762953,0.2564469,0.1996302,interIsoFoam,0.00044399999999999995
0.340399,0.2764241,0.2564077,0.1997272,interIsoFoam,0.0004430000000000267
0.340842,0.276547,0.2563451,0.1998151,interIsoFoam,0.0004429999999999712
0.341286,0.2767624,0.256327,0.1999244,interIsoFoam,0.00044399999999999995
0.341729,0.276867,0.2562515,0.2000524,interIsoFoam,0.0004430000000000267
0.342171,0.2769611,0.2561275,0.2001393,interIsoFoam,0.00044199999999999795
0.342613,0.2770579,0.2559727,0.2002073,interIsoFoam,0.00044199999999999795
0.343055,0.2771545,0.2557969,0.2002646,interIsoFoam,0.00044199999999999795
0.343497,0.2772533,0.2556033,0.2003131,interIsoFoam,0.00044199999999999795
0.343939,0.2773553,0.2553947,0.2003536,interIsoFoam,0.00044199999999999795
0.344382,0.2774602,0.255196,0.2003971,interIsoFoam,0.0004430000000000267
0.344824,0.2775647,0.2550045,0.2004452,interIsoFoam,0.00044199999999999795
0.345266,0.2776206,0.2548388,0.2004981,interIsoFoam,0.00044199999999999795
0.345708,0.2777337,0.2546527,0.2005514,interIsoFoam,0.00044199999999999795
0.34615,0.2778473,0.254465,0.2006071,interIsoFoam,0.00044199999999999795
0.346592,0.2779577,0.2542771,0.2006664,interIsoFoam,0.00044199999999999795
0.347034,0.2781163,0.2540929,0.2007262,interIsoFoam,0.00044199999999999795
0.347476,0.2782815,0.2539066,0.2008023,interIsoFoam,0.00044199999999999795
0.347918,0.2783969,0.2536991,0.2008939,interIsoFoam,0.00044199999999999795
0.34836,0.278526,0.2534479,0.2009684,interIsoFoam,0.00044199999999999795
0.348802,0.2786375,0.2531576,0.2010445,interIsoFoam,0.00044199999999999795
0.349245,0.278739,0.2528186,0.2011156,interIsoFoam,0.0004430000000000267
0.349687,0.278831,0.2524262,0.2011801,interIsoFoam,0.00044199999999999795
0.350129,0.2789208,0.2519725,0.201237,interIsoFoam,0.00044199999999999795
0.350571,0.2790063,0.251455,0.2012815,interIsoFoam,0.00044199999999999795
0.351013,0.2790946,0.250873,0.2013054,interIsoFoam,0.00044199999999999795
0.351455,0.2791811,0.2502775,0.2013222,interIsoFoam,0.00044199999999999795
0.351897,0.2792636,0.2496806,0.2013381,interIsoFoam,0.00044199999999999795
0.352339,0.2793457,0.2490749,0.2013435,interIsoFoam,0.00044199999999999795
0.352781,0.2794196,0.2484947,0.2013422,interIsoFoam,0.00044199999999999795
0.353223,0.279491,0.2478989,0.2013294,interIsoFoam,0.00044199999999999795
0.353666,0.2795672,0.247297,0.2013042,interIsoFoam,0.0004429999999999712
0.354108,0.2796515,0.2466961,0.2012692,interIsoFoam,0.00044199999999999795
0.354551,0.2797394,0.2461033,0.2012324,interIsoFoam,0.0004430000000000267
0.354995,0.2798314,0.2455094,0.2011882,interIsoFoam,0.00044399999999999995
0.355438,0.2799287,0.2449147,0.2011391,interIsoFoam,0.0004429999999999712
0.355881,0.2800277,0.2443267,0.2010875,interIsoFoam,0.0004430000000000267
0.356325,0.2801302,0.2437439,0.2010326,interIsoFoam,0.00044399999999999995
0.356768,0.2802371,0.2431673,0.2009747,interIsoFoam,0.0004429999999999712
0.357212,0.2803486,0.2425985,0.200912,interIsoFoam,0.00044399999999999995
0.357655,0.2804596,0.2420347,0.2008486,interIsoFoam,0.0004430000000000267
0.3581,0.2805484,0.2414775,0.2007821,interIsoFoam,0.0004449999999999732
0.358545,0.2805839,0.2409324,0.2007113,interIsoFoam,0.0004450000000000287
0.35899,0.2806248,0.2403948,0.2006376,interIsoFoam,0.0004449999999999732
0.359435,0.2806659,0.2398661,0.200568,interIsoFoam,0.0004450000000000287
0.359879,0.2807086,0.2393489,0.2005057,interIsoFoam,0.00044399999999999995
0.360324,0.2809429,0.238961,0.200588,interIsoFoam,0.0004449999999999732
0.360769,0.2812206,0.2385866,0.2007616,interIsoFoam,0.0004450000000000287
0.361215,0.2814712,0.238192,0.2009346,interIsoFoam,0.00044600000000000195
0.361662,0.2816816,0.2377745,0.2010836,interIsoFoam,0.0004469999999999752
0.362108,0.2818477,0.2373385,0.2012042,interIsoFoam,0.00044600000000000195
0.362554,0.2819728,0.2368886,0.2013074,interIsoFoam,0.00044600000000000195
0.363,0.2820582,0.2364289,0.201397,interIsoFoam,0.00044600000000000195
0.363447,0.2821079,0.2359632,0.2014725,interIsoFoam,0.0004470000000000307
0.363893,0.2821246,0.2354941,0.2015318,interIsoFoam,0.00044600000000000195
0.364339,0.2821129,0.2350269,0.201574,interIsoFoam,0.00044600000000000195
0.364785,0.2820799,0.2345641,0.2015954,interIsoFoam,0.00044600000000000195
0.365232,0.2820358,0.2341182,0.2015913,interIsoFoam,0.0004469999999999752
0.365678,0.2819789,0.2336714,0.2015844,interIsoFoam,0.00044600000000000195
0.366124,0.2819079,0.2332207,0.2015768,interIsoFoam,0.00044600000000000195
0.36657,0.2818256,0.2327654,0.2015707,interIsoFoam,0.00044600000000000195
0.367018,0.2817255,0.2323113,0.2015687,interIsoFoam,0.00044800000000000395
0.367466,0.2816065,0.2318836,0.2015783,interIsoFoam,0.00044800000000000395
0.367914,0.2814933,0.2314358,0.2015771,interIsoFoam,0.00044800000000000395
0.368361,0.2813433,0.2309913,0.2015733,interIsoFoam,0.0004469999999999752
0.368809,0.2811903,0.2305582,0.2015626,interIsoFoam,0.00044800000000000395
0.369257,0.2810304,0.2301085,0.2015493,interIsoFoam,0.00044800000000000395
0.369705,0.2808611,0.2296655,0.201527,interIsoFoam,0.00044800000000000395
0.370152,0.2806804,0.2292149,0.2014996,interIsoFoam,0.0004469999999999752
0.3706,0.2804867,0.2287675,0.2014632,interIsoFoam,0.00044800000000000395
0.371048,0.2802698,0.2282888,0.2013998,interIsoFoam,0.00044800000000000395
0.371497,0.2800416,0.2278136,0.201313,interIsoFoam,0.0004490000000000327
0.371946,0.279814,0.2273424,0.2012109,interIsoFoam,0.0004489999999999772
0.372396,0.2795911,0.2268742,0.2010994,interIsoFoam,0.00045000000000000595
0.372845,0.2793724,0.22641,0.2009823,interIsoFoam,0.0004489999999999772
0.373294,0.279158,0.2259485,0.2008614,interIsoFoam,0.0004490000000000327
0.373744,0.2789466,0.2254898,0.2007375,interIsoFoam,0.00045000000000000595
0.374193,0.2787348,0.2250327,0.2006121,interIsoFoam,0.0004489999999999772
0.374642,0.2785207,0.2245755,0.200485,interIsoFoam,0.0004489999999999772
0.375093,0.2783019,0.2241181,0.2003583,interIsoFoam,0.0004510000000000347
0.375544,0.2780766,0.2236602,0.2002235,interIsoFoam,0.0004509999999999792
0.375995,0.2778579,0.223198,0.2000898,interIsoFoam,0.0004510000000000347
0.376446,0.2776246,0.2227328,0.1999529,interIsoFoam,0.0004509999999999792
0.376897,0.277372,0.2222654,0.1998126,interIsoFoam,0.0004509999999999792
0.377348,0.2770984,0.2217956,0.1996681,interIsoFoam,0.0004510000000000347
0.3778,0.2768014,0.2213209,0.1995266,interIsoFoam,0.00045200000000000795
0.378253,0.2764835,0.2208406,0.1993725,interIsoFoam,0.0004529999999999812
0.378706,0.2764063,0.211885,0.1990729,interIsoFoam,0.0004529999999999812
0.37916,0.2758166,0.2070842,0.1988286,interIsoFoam,0.00045400000000000995
0.379616,0.2751108,0.2068744,0.1986024,interIsoFoam,0.00045600000000001195
0.380074,0.2745081,0.2087394,0.1984056,interIsoFoam,0.00045800000000001395
0.380531,0.2740909,0.2099924,0.19823,interIsoFoam,0.0004569999999999852
0.380989,0.2737114,0.2107804,0.1980851,interIsoFoam,0.00045800000000001395
0.381447,0.2733314,0.2112482,0.1979526,interIsoFoam,0.00045799999999995844
0.381905,0.2729164,0.2115117,0.1978197,interIsoFoam,0.00045800000000001395
0.382362,0.2724805,0.2116237,0.1976802,interIsoFoam,0.0004569999999999852
0.38282,0.2720284,0.2116227,0.1975339,interIsoFoam,0.00045800000000001395
0.383278,0.2715672,0.2115358,0.197383,interIsoFoam,0.00045800000000001395
0.383737,0.2711022,0.2113831,0.1972311,interIsoFoam,0.0004589999999999872
0.384197,0.2706353,0.211179,0.197066,interIsoFoam,0.00046000000000001595
0.384656,0.2701663,0.2109319,0.1968952,interIsoFoam,0.0004589999999999872
0.385116,0.2696952,0.2106546,0.1967234,interIsoFoam,0.00046000000000001595
0.385575,0.2692153,0.2103644,0.1965489,interIsoFoam,0.0004589999999999872
0.386037,0.2687254,0.21004,0.196377,interIsoFoam,0.00046200000000001795
0.386498,0.268228,0.2097008,0.1961967,interIsoFoam,0.0004609999999999892
0.38696,0.2677263,0.2093346,0.1960149,interIsoFoam,0.00046200000000001795
0.387421,0.2672159,0.2089531,0.1958351,interIsoFoam,0.0004609999999999892
0.387882,0.2666921,0.2085524,0.195654,interIsoFoam,0.0004609999999999892
0.388346,0.2661571,0.2081373,0.1954737,interIsoFoam,0.00046400000000001995
0.388809,0.2656139,0.2077104,0.1952861,interIsoFoam,0.0004629999999999912
0.389272,0.2650607,0.2072696,0.1950932,interIsoFoam,0.0004629999999999912
0.389738,0.2644939,0.2068141,0.194906,interIsoFoam,0.00046599999999996644
0.390203,0.2639215,0.2063493,0.1947108,interIsoFoam,0.0004650000000000487
0.390668,0.2633422,0.2058727,0.1945114,interIsoFoam,0.0004649999999999932
0.391133,0.2627563,0.2053861,0.1943087,interIsoFoam,0.0004649999999999932
0.391601,0.2621582,0.2048866,0.1941125,interIsoFoam,0.00046799999999996844
0.392068,0.2615515,0.2043764,0.1939132,interIsoFoam,0.0004670000000000507
0.392535,0.2609375,0.2038542,0.1937125,interIsoFoam,0.0004669999999999952
0.393004,0.2603153,0.2033175,0.1935185,interIsoFoam,0.0004689999999999972
0.393474,0.2596888,0.2027705,0.1933154,interIsoFoam,0.00046999999999997044
0.393943,0.2590544,0.202211,0.1931088,interIsoFoam,0.0004689999999999972
0.394412,0.2584108,0.2016415,0.192903,interIsoFoam,0.0004689999999999972
0.394883,0.2577381,0.2010585,0.1927064,interIsoFoam,0.0004709999999999992
0.395355,0.2570496,0.2004686,0.192498,interIsoFoam,0.00047200000000002795
0.395826,0.2563442,0.1998692,0.1922776,interIsoFoam,0.0004709999999999992
0.3963,0.2556628,0.1992495,0.1920705,interIsoFoam,0.00047399999999997444
0.396773,0.2549933,0.1986211,0.1918506,interIsoFoam,0.0004730000000000012
0.397247,0.2543289,0.1979814,0.1916207,interIsoFoam,0.00047400000000002995
0.397722,0.2536599,0.1973272,0.1913925,interIsoFoam,0.0004750000000000032
0.398198,0.252989,0.1966641,0.1911541,interIsoFoam,0.00047599999999997644
0.398674,0.2523121,0.1959901,0.1909107,interIsoFoam,0.00047599999999997644
0.399152,0.2516223,0.195301,0.1906675,interIsoFoam,0.00047800000000003395
0.39963,0.2509239,0.1946011,0.1904174,interIsoFoam,0.00047799999999997844
0.40011,0.2502103,0.1938837,0.190169,interIsoFoam,0.00048000000000003595
0.40059,0.2494883,0.1931577,0.1898881,interIsoFoam,0.00047999999999998044
0.401071,0.2487524,0.1924168,0.189625,interIsoFoam,0.0004810000000000092
0.401553,0.2479985,0.191657,0.1893726,interIsoFoam,0.00048199999999998244
0.402036,0.2472299,0.1908869,0.1891179,interIsoFoam,0.0004830000000000112
0.402521,0.2464446,0.1901047,0.1889331,interIsoFoam,0.0004850000000000132
0.403006,0.2456476,0.189314,0.1890778,interIsoFoam,0.0004849999999999577
0.403491,0.2448399,0.1885113,0.1892188,interIsoFoam,0.0004850000000000132
0.403978,0.2440126,0.1876903,0.1893565,interIsoFoam,0.0004870000000000152
0.404465,0.2431779,0.1868601,0.1894905,interIsoFoam,0.0004870000000000152
0.404955,0.2423236,0.1860109,0.1896216,interIsoFoam,0.0004899999999999904
0.405445,0.2414626,0.1851526,0.1897493,interIsoFoam,0.0004899999999999904
0.405938,0.2405814,0.1842748,0.1898743,interIsoFoam,0.0004930000000000212
0.40643,0.2396948,0.1833881,0.1899961,interIsoFoam,0.0004919999999999924
0.406925,0.2387873,0.1824817,0.1901152,interIsoFoam,0.0004949999999999677
0.40742,0.2378744,0.1815664,0.1902313,interIsoFoam,0.0004950000000000232
0.407918,0.2369429,0.180631,0.1903448,interIsoFoam,0.0004979999999999984
0.408416,0.2360034,0.1796872,0.1904554,interIsoFoam,0.0004979999999999984
0.408916,0.2350475,0.178722,0.1905637,interIsoFoam,0.0005000000000000004
0.409417,0.2340829,0.1777483,0.1906702,interIsoFoam,0.0005009999999999737
0.40992,0.2330992,0.1767541,0.1907765,interIsoFoam,0.0005030000000000312
0.410423,0.2321074,0.1757516,0.1908827,interIsoFoam,0.0005029999999999757
0.410929,0.2310966,0.174728,0.1909909,interIsoFoam,0.0005060000000000064
0.411435,0.2300774,0.1736973,0.1911009,interIsoFoam,0.0005060000000000064
0.411944,0.2290402,0.1726491,0.1912137,interIsoFoam,0.0005089999999999817
0.412453,0.227992,0.1715888,0.1913289,interIsoFoam,0.0005090000000000372
0.412965,0.2269246,0.1705091,0.1914474,interIsoFoam,0.0005120000000000124
0.413477,0.2258479,0.1694195,0.1915678,interIsoFoam,0.0005119999999999569
0.413992,0.2247488,0.1683087,0.1916909,interIsoFoam,0.0005150000000000432
0.41451,0.223627,0.1671776,0.1918152,interIsoFoam,0.0005179999999999629
0.415029,0.2224976,0.1660375,0.1919415,interIsoFoam,0.0005189999999999917
0.41555,0.2213445,0.1648754,0.1920693,interIsoFoam,0.0005209999999999937
0.416071,0.2201848,0.1637061,0.1921983,interIsoFoam,0.0005210000000000492
0.416596,0.2190001,0.1625145,0.1923284,interIsoFoam,0.0005249999999999977
0.417124,0.217792,0.1613022,0.1924589,interIsoFoam,0.0005279999999999729
0.417652,0.2165756,0.1600817,0.1925892,interIsoFoam,0.0005280000000000284
0.418183,0.2153323,0.1588382,0.1927202,interIsoFoam,0.0005310000000000037
0.418718,0.2140632,0.1575748,0.1928507,interIsoFoam,0.0005349999999999522
0.419252,0.2127948,0.1563036,0.1929811,interIsoFoam,0.0005340000000000344
0.419791,0.2115095,0.1550097,0.1931116,interIsoFoam,0.0005390000000000117
0.420333,0.2102028,0.1536946,0.1932417,interIsoFoam,0.0005419999999999869
0.420875,0.2088918,0.1523743,0.1933714,interIsoFoam,0.0005419999999999869
0.42142,0.2075538,0.1510303,0.1935013,interIsoFoam,0.0005450000000000177
0.42197,0.2061912,0.1496656,0.1936308,interIsoFoam,0.0005499999999999949
0.422519,0.204826,0.1482941,0.1937597,interIsoFoam,0.0005489999999999662
0.423073,0.2034485,0.1468978,0.1938885,interIsoFoam,0.0005539999999999989
